cleaned_file,business_file,has_business_section,has_competition_term_in_business,has_competition_section,business_chars
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Healthcare Realty Trust Inc__0001360604-23-000019.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-01__Healthcare Realty Trust Inc__0001360604-23-000019_business.txt,True,False,False,544
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Horizon Therapeutics Public Ltd Co__0000950170-23-005337.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-01__Horizon Therapeutics Public Ltd Co__0000950170-23-005337_business.txt,True,False,False,10049
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Jackson Financial Inc.__0001822993-23-000009.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__Jackson Financial Inc.__0001822993-23-000009.txt,True,False,False,365016
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Montrose Environmental Group, Inc.__0000950170-23-005501.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-01__Montrose Environmental Group, Inc.__0000950170-23-005501_business.txt",True,False,False,50827
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__PERKINELMER INC__0000031791-23-000004.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__PERKINELMER INC__0000031791-23-000004.txt,True,False,False,53043
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__PERMIAN BASIN ROYALTY TRUST__0001193125-23-056403.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__PERMIAN BASIN ROYALTY TRUST__0001193125-23-056403.txt,True,False,False,3452
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__TALOS ENERGY INC.__0000950170-23-005278.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-01__TALOS ENERGY INC.__0000950170-23-005278_business.txt,True,False,False,18318
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Technology & Telecommunication Acquisition Corp__0001493152-23-006314.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__Technology & Telecommunication Acquisition Corp__0001493152-23-006314.txt,True,False,False,18294
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__Topgolf Callaway Brands Corp.__0000837465-23-000006.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__Topgolf Callaway Brands Corp.__0000837465-23-000006.txt,True,False,False,275935
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__United States 12 Month Natural Gas Fund, LP__0001410578-23-000193.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__United States 12 Month Natural Gas Fund, LP__0001410578-23-000193.txt",True,False,False,148532
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__VALLEY NATIONAL BANCORP__0000714310-23-000043.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-01__VALLEY NATIONAL BANCORP__0000714310-23-000043.txt,True,False,False,21252
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-02__BlackRock Private Credit Fund__0000950170-23-005866.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-02__BlackRock Private Credit Fund__0000950170-23-005866_business.txt,True,False,False,589
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-02__Clear Secure, Inc.__0001628280-23-005937.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-02__Clear Secure, Inc.__0001628280-23-005937.txt",True,False,False,192609
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-02__Digimarc CORP__0001437749-23-005216.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-02__Digimarc CORP__0001437749-23-005216_business.txt,True,False,False,12355
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-02__ESS Tech, Inc.__0001628280-23-005933.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-02__ESS Tech, Inc.__0001628280-23-005933.txt",True,False,False,14989
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-02__MARTIN MIDSTREAM PARTNERS L.P.__0001176334-23-000053.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-02__MARTIN MIDSTREAM PARTNERS L.P.__0001176334-23-000053.txt,True,False,False,2763
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-02__SAUL CENTERS, INC.__0000907254-23-000009.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-02__SAUL CENTERS, INC.__0000907254-23-000009.txt",True,False,False,184977
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-02__Xenia Hotels & Resorts, Inc.__0001616000-23-000025.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-02__Xenia Hotels & Resorts, Inc.__0001616000-23-000025.txt",True,False,False,1736
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-03__Cannonau Corp.__0001017386-23-000093.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-03__Cannonau Corp.__0001017386-23-000093.txt,True,False,False,2661
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-03__Evergreen Corp__0001493152-23-006630.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-03__Evergreen Corp__0001493152-23-006630.txt,True,False,False,12931
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-03__FIRST MID BANCSHARES, INC.__0000950170-23-005975.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-03__FIRST MID BANCSHARES, INC.__0000950170-23-005975_business.txt",True,False,False,64129
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-03__OFS Capital Corp__0001487918-23-000011.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-03__OFS Capital Corp__0001487918-23-000011.txt,True,False,False,46521
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-03__Sculptor Capital Management, Inc.__0001403256-23-000051.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-03__Sculptor Capital Management, Inc.__0001403256-23-000051.txt",True,False,False,246368
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-03__Stellus Private Credit BDC__0001558370-23-002790.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-03__Stellus Private Credit BDC__0001558370-23-002790.txt,True,False,False,8488
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-03__TTM TECHNOLOGIES INC__0000950170-23-005994.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-03__TTM TECHNOLOGIES INC__0000950170-23-005994_business.txt,True,False,False,5029
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-06__Lordstown Motors Corp.__0001558370-23-002862.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-06__Lordstown Motors Corp.__0001558370-23-002862.txt,True,False,False,4573
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-06__Orthofix Medical Inc.__0000950170-23-006242.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-06__Orthofix Medical Inc.__0000950170-23-006242_business.txt,True,False,False,4265
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-06__Singularity Future Technology Ltd.__0001213900-23-017859.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-06__Singularity Future Technology Ltd.__0001213900-23-017859.txt,True,False,False,195077
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-06__Stoke Therapeutics, Inc.__0001564590-23-003175.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-06__Stoke Therapeutics, Inc.__0001564590-23-003175.txt",True,False,False,65169
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-06__UR-ENERGY INC__0001654954-23-002437.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-06__UR-ENERGY INC__0001654954-23-002437_business.txt,True,False,False,58463
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-06__Xperi Inc.__0000950170-23-006053.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-06__Xperi Inc.__0000950170-23-006053_business.txt,True,False,False,4198
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-07__Crescent Energy Co__0001866175-23-000010.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-07__Crescent Energy Co__0001866175-23-000010_business.txt,True,False,False,4390
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-07__SCANDIUM INTERNATIONAL MINING CORP.__0001654954-23-002495.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-07__SCANDIUM INTERNATIONAL MINING CORP.__0001654954-23-002495.txt,True,False,False,5008
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-08__CPI Card Group Inc.__0001558370-23-003082.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-08__CPI Card Group Inc.__0001558370-23-003082_business.txt,True,False,False,13912
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-08__EARTHSTONE ENERGY INC__0000010254-23-000058.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-08__EARTHSTONE ENERGY INC__0000010254-23-000058.txt,True,False,False,28558
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-08__ENERGY FUELS INC__0001385849-23-000005.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-08__ENERGY FUELS INC__0001385849-23-000005.txt,True,False,False,201226
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-08__KORU Medical Systems, Inc.__0001161697-23-000158.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-08__KORU Medical Systems, Inc.__0001161697-23-000158.txt",True,False,False,14165
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-08__TriplePoint Private Venture Credit Inc.__0001792509-23-000008.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-08__TriplePoint Private Venture Credit Inc.__0001792509-23-000008.txt,True,False,False,19466
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-08__W&T OFFSHORE INC__0001558370-23-003153.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-08__W&T OFFSHORE INC__0001558370-23-003153.txt,True,False,False,213533
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Aris Water Solutions, Inc.__0001558370-23-003281.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-09__Aris Water Solutions, Inc.__0001558370-23-003281_business.txt",True,False,False,7256
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__BC Partners Lending Corp__0000950170-23-007057.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-09__BC Partners Lending Corp__0000950170-23-007057.txt,True,False,False,5703
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__FARMERS NATIONAL BANC CORP _OH___0000950170-23-007035.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-09__FARMERS NATIONAL BANC CORP _OH___0000950170-23-007035_business.txt,True,False,False,3965
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__HARVARD BIOSCIENCE INC__0001171843-23-001566.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-09__HARVARD BIOSCIENCE INC__0001171843-23-001566.txt,True,False,False,14953
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__RESEARCH FRONTIERS INC__0001493152-23-007116.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-09__RESEARCH FRONTIERS INC__0001493152-23-007116_business.txt,True,False,False,1058
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__TIAA REAL ESTATE ACCOUNT__0001628280-23-007206.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-09__TIAA REAL ESTATE ACCOUNT__0001628280-23-007206.txt,True,False,False,35936
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Ascent Solar Technologies, Inc.__0000950170-23-007284.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__Ascent Solar Technologies, Inc.__0000950170-23-007284.txt",True,False,False,103714
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Commonwealth Credit Partners BDC I, Inc.__0001193125-23-067450.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__Commonwealth Credit Partners BDC I, Inc.__0001193125-23-067450.txt",True,False,False,158773
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__EMAGIN CORP__0001046995-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-10__EMAGIN CORP__0001046995-23-000007_business.txt,True,False,False,2623
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__GUARANTY BANCSHARES INC _TX___0000950170-23-007344.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__GUARANTY BANCSHARES INC _TX___0000950170-23-007344.txt,True,False,False,213620
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__HCI Group, Inc.__0000950170-23-007271.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-10__HCI Group, Inc.__0000950170-23-007271_business.txt",True,False,False,12418
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Idaho Copper Corp__0001213900-23-019266.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__Idaho Copper Corp__0001213900-23-019266.txt,True,False,False,13635
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__MANAGED FUTURES PREMIER WARRINGTON L.P.__0001564590-23-003392.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__MANAGED FUTURES PREMIER WARRINGTON L.P.__0001564590-23-003392.txt,True,False,False,24038
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__MBC FUNDING II CORP.__0001493152-23-007254.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__MBC FUNDING II CORP.__0001493152-23-007254.txt,True,False,False,5026
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Palmer Square Capital BDC Inc.__0001213900-23-019265.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__Palmer Square Capital BDC Inc.__0001213900-23-019265.txt,True,False,False,54905
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__SAFEGUARD SCIENTIFICS INC__0001437749-23-006178.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__SAFEGUARD SCIENTIFICS INC__0001437749-23-006178.txt,True,False,False,13960
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Trajectory Alpha Acquisition Corp.__0001193125-23-066414.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-10__Trajectory Alpha Acquisition Corp.__0001193125-23-066414.txt,True,False,False,123952
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__WINMARK CORP__0000908315-23-000010.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-10__WINMARK CORP__0000908315-23-000010_business.txt,True,False,False,2590
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__AMERICAN EAGLE OUTFITTERS INC__0000950170-23-007604.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-13__AMERICAN EAGLE OUTFITTERS INC__0000950170-23-007604_business.txt,True,False,False,7689
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__DLT Resolution Inc.__0001477932-23-001460.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-13__DLT Resolution Inc.__0001477932-23-001460.txt,True,False,False,8644
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__GOLD RESOURCE CORP__0001558370-23-003601.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-13__GOLD RESOURCE CORP__0001558370-23-003601.txt,True,False,False,2439
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__MODIV INC.__0001645873-23-000046.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-13__MODIV INC.__0001645873-23-000046.txt,True,False,False,20691
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__ONE LIBERTY PROPERTIES INC__0001558370-23-003726.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-14__ONE LIBERTY PROPERTIES INC__0001558370-23-003726.txt,True,False,False,20672
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__Orchard Therapeutics plc__0000950170-23-007708.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-14__Orchard Therapeutics plc__0000950170-23-007708_business.txt,True,False,False,6535
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__Sound Financial Bancorp, Inc.__0001541119-23-000009.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-14__Sound Financial Bancorp, Inc.__0001541119-23-000009.txt",True,False,False,148372
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__ATEL 15, LLC__0001558370-23-003766.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-15__ATEL 15, LLC__0001558370-23-003766_business.txt",True,False,False,3294
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__ATEL 16, LLC__0001558370-23-003761.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-15__ATEL 16, LLC__0001558370-23-003761_business.txt",True,False,False,3490
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__ATEL 17, LLC__0001558370-23-003765.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-15__ATEL 17, LLC__0001558370-23-003765_business.txt",True,False,False,3574
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__ATHENA GOLD CORP__0001683168-23-001509.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-15__ATHENA GOLD CORP__0001683168-23-001509_business.txt,True,False,False,48732
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__BRT Apartments Corp.__0000014846-23-000005.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-15__BRT Apartments Corp.__0000014846-23-000005.txt,True,False,False,142481
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__Carlyle Secured Lending III__0001851277-23-000005.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-15__Carlyle Secured Lending III__0001851277-23-000005.txt,True,False,False,1727
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__Franklin BSP Capital Corp__0001825248-23-000004.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-15__Franklin BSP Capital Corp__0001825248-23-000004.txt,True,False,False,214036
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__Gulf Coast Ultra Deep Royalty Trust__0001565146-23-000013.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-15__Gulf Coast Ultra Deep Royalty Trust__0001565146-23-000013_business.txt,True,False,False,7521
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__One 4 Art Ltd__0001829126-23-002066.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-15__One 4 Art Ltd__0001829126-23-002066_business.txt,True,False,False,1734
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__Pedro's List, Inc.__0001017386-23-000100.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-15__Pedro's List, Inc.__0001017386-23-000100.txt",True,False,False,2743
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__TUTOR PERINI CORP__0000077543-23-000023.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-15__TUTOR PERINI CORP__0000077543-23-000023.txt,True,False,False,830
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__American Strategic Investment Co.__0001595527-23-000013.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-16__American Strategic Investment Co.__0001595527-23-000013.txt,True,False,False,11143
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__BP PRUDHOE BAY ROYALTY TRUST__0001193125-23-072644.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-16__BP PRUDHOE BAY ROYALTY TRUST__0001193125-23-072644.txt,True,False,False,76002
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__KOHLS Corp__0000950170-23-008444.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-16__KOHLS Corp__0000950170-23-008444_business.txt,True,False,False,53803
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__KVH INDUSTRIES INC _DE___0001007587-23-000002.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-16__KVH INDUSTRIES INC _DE___0001007587-23-000002_business.txt,True,False,False,602
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__Monte Rosa Therapeutics, Inc.__0000950170-23-008440.txt","C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-16__Monte Rosa Therapeutics, Inc.__0000950170-23-008440_business.txt",True,False,False,64603
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__Paratek Pharmaceuticals, Inc.__0001628280-23-008187.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-16__Paratek Pharmaceuticals, Inc.__0001628280-23-008187.txt",True,False,False,43608
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-16__Sarcos Technology & Robotics Corp__0000950170-23-008496.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-16__Sarcos Technology & Robotics Corp__0000950170-23-008496_business.txt,True,False,False,505
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Atlantis Glory Inc.__0001493152-23-008004.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-17__Atlantis Glory Inc.__0001493152-23-008004_business.txt,True,False,False,1612
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Blackstone Private Credit Fund__0001803498-23-000008.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__Blackstone Private Credit Fund__0001803498-23-000008.txt,True,False,False,36729
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__CAMBER ENERGY, INC.__0001477932-23-001554.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__CAMBER ENERGY, INC.__0001477932-23-001554.txt",True,False,False,226470
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Denali Capital Acquisition Corp.__0001575872-23-000375.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-17__Denali Capital Acquisition Corp.__0001575872-23-000375_business.txt,True,False,False,51202
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Federal Home Loan Bank of New York__0001104659-23-033789.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__Federal Home Loan Bank of New York__0001104659-23-033789.txt,True,False,False,292263
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Hancock Park Corporate Income, Inc.__0001661306-23-000021.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__Hancock Park Corporate Income, Inc.__0001661306-23-000021.txt",True,False,False,216441
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Healthcare Trust, Inc.__0001561032-23-000003.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__Healthcare Trust, Inc.__0001561032-23-000003.txt",True,False,False,17157
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Photozou Holdings, Inc.__0001599916-23-000056.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__Photozou Holdings, Inc.__0001599916-23-000056.txt",True,False,False,13831
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__REVLON CONSUMER PRODUCTS CORP__0000887921-23-000006.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__REVLON CONSUMER PRODUCTS CORP__0000887921-23-000006.txt,True,False,False,38250
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__REVLON INC _DE___0000887921-23-000006.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__REVLON INC _DE___0000887921-23-000006.txt,True,False,False,38250
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Target Group Inc.__0001410578-23-000283.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__Target Group Inc.__0001410578-23-000283.txt,True,False,False,23770
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__Zentrum Holdings, Inc.__0001599916-23-000060.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-17__Zentrum Holdings, Inc.__0001599916-23-000060.txt",True,False,False,15067
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__Audax Credit BDC Inc.__0001104659-23-034503.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-20__Audax Credit BDC Inc.__0001104659-23-034503.txt,True,False,False,90419
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__FIDELITY D & D BANCORP INC__0001437749-23-007221.txt,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-20__FIDELITY D & D BANCORP INC__0001437749-23-007221_business.txt,True,False,False,1059
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__Growth for Good Acquisition Corp__0001104659-23-034459.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-20__Growth for Good Acquisition Corp__0001104659-23-034459.txt,True,False,False,7159
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__Liquidia Corp__0001558370-23-004191.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-20__Liquidia Corp__0001558370-23-004191.txt,True,False,False,11746
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-21__LFTD PARTNERS INC.__0001096906-23-000607.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-21__LFTD PARTNERS INC.__0001096906-23-000607.txt,True,False,False,271480
"C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-21__New Concept Energy, Inc.__0001214659-23-004059.txt","C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-21__New Concept Energy, Inc.__0001214659-23-004059.txt",True,False,False,3650
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-21__Predictive Oncology Inc.__0001171843-23-001805.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-21__Predictive Oncology Inc.__0001171843-23-001805.txt,True,False,False,951
C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-22__American Acquisition Opportunity Inc.__0001477932-23-001635.txt,C:\JuneKim0712\Code\daeun\2023_10K_business\2023-03-22__American Acquisition Opportunity Inc.__0001477932-23-001635.txt,True,False,False,934
